cluster,district,date_announced,category,cases_total
KLUSTER BELAKANG PERUMAHAN TANJUNG CHAT,KOTA BHARU,2021-09-08,community,16
KLUSTER KAMPUNG BUKIT GADING,TANAH MERAH,2021-09-08,community,20
KLUSTER JALAN PINANG KLUANG,KLUANG,2021-09-08,religious,19
KLUSTER INDUSTRI DELIMA SATU,"KLANG, PETALING",2021-09-08,workplace,86
KLUSTER INDUSTRI TAMBAK JAWA,KUALA SELANGOR,2021-09-08,workplace,15
KLUSTER INDUSTRI JALAN SALLEH 29,KLANG,2021-09-08,workplace,51
KLUSTER JALAN KAMPUNG PALOH,KOTA BHARU,2021-09-08,community,13
KLUSTER DAH TAPAK BINA ASTANA,KUALA MUDA,2021-09-08,workplace,21
KLUSTER JALAN MASJID BATU DUA,"KOTA BHARU, BACHOK",2021-09-08,community,18
KLUSTER KAMPUNG CHENERAI,PASIR MAS,2021-09-08,community,16
KLUSTER KAMPUNG LANGGAR,KOTA BHARU,2021-09-08,community,19
KLUSTER JALAN MENGKIBOL EMPAT,KLUANG ,2021-09-08,workplace,14
KLUSTER KAMPUNG SRI MUDA,JERANTUT,2021-09-08,community,27
KLUSTER JALAN GAJAH MATI,SEBERANG PERAI TENGAH,2021-09-08,workplace,71
KLUSTER DAH BATU 18,"YAN, KUALA MUDA, KOTA SETAR",2021-09-08,highRisk,32
KLUSTER PAGAR GUA MUSANG,GUA MUSANG,2021-09-08,detentionCentre,16
KLUSTER DAH TAPAK BINA ABAS,BALING,2021-09-08,workplace,73
KLUSTER KAMPUNG MUJUR JELAWAT,BACHOK,2021-09-08,workplace,27
KLUSTER PERUMAHAN KELAPA WANGI,PASIR MAS,2021-09-08,community,14
KLUSTER JALAN SEELONG 19,KULAI,2021-09-08,workplace,45
KLUSTER PERUSAHAAN PARIT RAJA,"BATU PAHAT, KLUANG, SEGAMAT",2021-09-08,workplace,95
KLUSTER TEMBOK BUKIT MERTAJAM 2,SEBERANG PERAI TENGAH,2021-09-08,detentionCentre,141
KLUSTER TEMENGGONG KULAI,KULAI,2021-09-08,community,32
KLUSTER JALAN PISANG RAJA,BINTULU,2021-09-08,workplace,24
KLUSTER INDUSTRI SILC DUA,JOHOR BAHRU,2021-09-08,workplace,37
KLUSTER R16 JALAN BUKIT KETERI,KANGAR,2021-09-08,workplace,38
KLUSTER LADANG SUNGAI KAHANG,KLUANG ,2021-09-08,workplace,171
KLUSTER JALAN FIRMA SELATAN,JOHOR BAHRU,2021-09-08,workplace,25
KLUSTER KAMPUNG TOK BURUNG PERUPOK,BACHOK,2021-09-08,community,51
KLUSTER INDUSTRI JALAN CHAAH,SEGAMAT,2021-09-08,workplace,69
KLUSTER INDUSTRI BAYU TAMPOI,JOHOR BAHRU,2021-09-08,workplace,10
KLUSTER LOT Q FASA DUA,"DUNGUN, KUALA TERENGGANU, KEMAMAN, HULU TERENGGANU",2021-09-08,workplace,511
KLUSTER RANTAU SENA,"MARAN, TEMERLOH",2021-09-08,community,95
KLUSTER SUNGAI TEKAM UTARA,JERANTUT,2021-09-08,community,23
KLUSTER INDUSTRI TIGA JALAN RUKUN,KUALA SELANGOR,2021-09-09,workplace,21
KLUSTER INDUSTRI BATU 8 IJOK,KUALA SELANGOR,2021-09-09,workplace,127
KLUSTER INDUSTRI JALAN PK SATU,"MELAKA TENGAH, ALOR GAJAH",2021-09-09,workplace,41
KLUSTER PERMATANG PAUH,PEKAN,2021-09-09,community,58
KLUSTER INDUSTRI CHENDERING,"KUALA TERENGGANU, MARANG",2021-09-09,workplace,122
KLUSTER INDUSTRI DUA JALAN HI TECH TUJUH,HULU LANGAT,2021-09-09,workplace,30
KLUSTER JALAN KUKUH,JOHOR BAHRU,2021-09-09,workplace,90
KLUSTER TAPAK BINA JALAN GAJAH 12,PETALING,2021-09-09,workplace,31
KLUSTER SUNGAI SEGAN,BINTULU,2021-09-09,community,25
KLUSTER INDUSTRI DUA MERANTI JAYA 13,SEPANG,2021-09-09,workplace,10
KLUSTER TAPAK BINA SALENG,KULAI,2021-09-09,workplace,10
KLUSTER RAPAK,RANAU,2021-09-09,community,42
KLUSTER JALAN BINTULU-MIRI,BINTULU,2021-09-09,community,36
KLUSTER KAMPUNG BANGGOL GAJAH MATI HULU,PASIR MAS,2021-09-09,community,10
KLUSTER KAMPUNG PADANG EMBUN,PASIR MAS,2021-09-09,community,8
KLUSTER LORONG PEMUDA,PASIR MAS,2021-09-09,community,26
KLUSTER JALAN RADIN ANUM,LEMBAH PANTAI,2021-09-09,education,66
KLUSTER INDUSTRI BATU 5 JALAN BUNGA RAYA,KLANG,2021-09-09,workplace,33
KLUSTER INDUSTRI BATU 6 SUNGAI PULUH,KLANG,2021-09-09,workplace,48
KLUSTER SAWIT KOTA GELANGGI 5 & 6,JERANTUT,2021-09-09,workplace,53
KLUSTER INDUSTRI JALAN MAYANG PASIR,BARAT DAYA,2021-09-09,workplace,25
KLUSTER TAPAK BINA SUNGAI PULAI,JOHOR BAHRU,2021-09-09,workplace,177
KLUSTER BANGGOL 2,SETIU,2021-09-09,community,105
KLUSTER BUKIT KENAK,BESUT,2021-09-09,community,39
KLUSTER KAMPUNG LERYAR,CAMERON HIGHLANDS,2021-09-09,community,96
KLUSTER JALAN SELAMAT TANGKAK,TANGKAK,2021-09-09,community,11
KLUSTER SAWIT KERDAU,TEMERLOH,2021-09-09,workplace,108
KLUSTER KAMPUNG SEBOI,TEMERLOH,2021-09-10,community,132
KLUSTER KAMPUNG NAKHODA SAAMAH,"BACHOK, KOTA BHARU",2021-09-10,community,10
KLUSTER KAMPUNG BELUKAR KUBANG GADONG,PASIR MAS,2021-09-10,community,7
KLUSTER SAWIT ULU KERATONG,ROMPIN,2021-09-10,workplace,41
KLUSTER INDUSTRI JALAN KESTURI,BATU PAHAT,2021-09-10,workplace,11
KLUSTER SUNGAI PELUS,KUALA KANGSAR,2021-09-10,community,110
KLUSTER JALAN MASJID NEGERI,TIMUR LAUT,2021-09-10,highRisk,140
KLUSTER JALAN TENGKU ABDUL SAMAD,RAUB,2021-09-10,highRisk,73
KLUSTER JALAN TAMPIN-GEMAS 2,"TAMPIN, SEGAMAT, KLUANG, TEMERLOH, ALOR GAJAH",2021-09-10,workplace,498
KLUSTER INDUSTRI DUA JALAN LABOHAN DAGANG-NILAI,"KUALA LANGAT, KLANG",2021-09-10,workplace,25
KLUSTER JALAN BYPASS 2,SEGAMAT,2021-09-11,education,277
KLUSTER JALAN INDUSTRI SATU JELAPANG,KINTA,2021-09-11,workplace,16
KLUSTER INDUSTRI TEKNOLOGI CHENG LAPAN,MELAKA TENGAH,2021-09-11,workplace,26
KLUSTER JALAN PUTRA NILAI,"SEREMBAN, KUALA PILAH",2021-09-11,workplace,28
KLUSTER JALAN LAZAT SATU,LEMBAH PANTAI,2021-09-11,workplace,17
KLUSTER JALAN HELANG BELALANG 2,KEPONG,2021-09-12,workplace,14
KLUSTER JALAN JATI SEMBILAN,KULAI,2021-09-12,education,36
KLUSTER JALAN SULTAN YUSOF,HULU PERAK,2021-09-12,workplace,8
KLUSTER INDUSTRI TIGA JALAN HAJI MANAN,"KLANG, GOMBAK",2021-09-12,workplace,64
KLUSTER DUA JALAN PEGAWAI,SABAK BERNAM,2021-09-12,workplace,8
KLUSTER JALAN RAYA BARAT,KLANG,2021-09-12,workplace,7
KLUSTER INDUSTRI SRI WANGI,BATU PAHAT,2021-09-12,workplace,21
KLUSTER JALAN SEBELAS E,"PUTRAJAYA, HULU LANGAT, KUALA LANGAT, SEPANG",2021-09-12,education,11
KLUSTER INDUSTRI JALAN KASAWARI 2,KUALA LANGAT,2021-09-12,workplace,27
KLUSTER DEBUT TIMBUA,RANAU,2021-09-12,education,39
KLUSTER NILAM TIGA 2,"SEREMBAN, JEMPOL, KUALA PILAH",2021-09-12,workplace,36
KLUSTER INDUSTRI TUANKU JAAFAR,SEREMBAN,2021-09-12,workplace,33
KLUSTER DAH MEHA INDUSTRI KULIM,"KULIM, BALING, KUALA MUDA, SIK, SEBERANG PERAI TENGAH",2021-09-12,workplace,148
KLUSTER PUTRA DUA 3,PUTRAJAYA,2021-09-12,workplace,15
KLUSTER INDUSTRI JALAN PK 32 2,"MELAKA TENGAH, ALOR GAJAH, JASIN",2021-09-12,workplace,113
KLUSTER JALAN MOHAMMED SALLEH 2,LABUAN,2021-09-12,education,17
KLUSTER JALAN BAGAN SUNGAI BURONG,SABAK BERNAM,2021-09-12,workplace,18
KLUSTER KAMPUNG TEMENTONG,LIPIS,2021-09-13,community,200
KLUSTER DAH ESTATE INDUSTRI KULIM,KULIM,2021-09-13,workplace,108
KLUSTER PAYA MENGKUANG TEMERLOH,TEMERLOH,2021-09-13,community,365
KLUSTER LADANG DESA JEROCCO 2,KINABATANGAN,2021-09-13,workplace,90
KLUSTER KAMPUNG SOLOK TERENTANG,JASIN,2021-09-13,community,30
KLUSTER JALAN WAKAF MEK ZAINAB,KOTA BHARU,2021-09-13,community,16
KLUSTER ANDI LIAM,"BELURU, MIRI",2021-09-13,community,30
KLUSTER DAH KANGKONG INDUSTRI ALOR SETAR,"KOTA SETAR, PENDANG",2021-09-13,workplace,48
KLUSTER TAPAK BINA PUTERA INDAH,BATU PAHAT,2021-09-13,workplace,49
KLUSTER TINWAR KELEKU,SUBIS,2021-09-13,community,43
KLUSTER LORONG PASAR MANJOI,KINTA,2021-09-13,workplace,24
KLUSTER KAMPUNG PAUH PANJI,KOTA BHARU,2021-09-13,community,27
KLUSTER JALAN KEMAJUAN TANGKAK,TANGKAK,2021-09-13,workplace,12
KLUSTER TAPAK BINA DESA PERMAI,KLUANG ,2021-09-13,workplace,30
KLUSTER KAMPUNG BUNUT SUSU,"PASIR MAS, TUMPAT",2021-09-13,community,17
KLUSTER PULAU BRUNEI,LIMBANG,2021-09-13,community,42
KLUSTER INDUSTRI PENGKALAN JOHAN 2/1,KINTA,2021-09-13,workplace,43
KLUSTER KAMPUNG PECAH BATU,MUALLIM,2021-09-13,community,34
KLUSTER METRO SENDAYAN SATU,SEREMBAN,2021-09-13,education,47
KLUSTER PERSIARAN KANTHAN SATU,KINTA,2021-09-13,workplace,149
KLUSTER INDUSTRI JALAN MUAR-TANGKAK 13,TANGKAK,2021-09-13,workplace,19
KLUSTER LINTANG BAYAN LEPAS TUJUH,"BARAT DAYA, SEBERANG PERAI SELATAN, SEBERANG PERAI TENGAH, SEBERANG PERAI UTARA, TIMUR LAUT",2021-09-13,workplace,127
KLUSTER JALAN JASA 59,JOHOR BAHRU,2021-09-13,highRisk,35
KLUSTER JALAN FIRMA DUA TEBRAU,JOHOR BAHRU,2021-09-13,workplace,26
KLUSTER BATU EMPAT PARIT BAKAR,MUAR,2021-09-13,workplace,50
KLUSTER KAMPUNG PARIT JAMIL,MUAR,2021-09-13,workplace,18
KLUSTER TAPAK BINA JALAN BANGAU,KULAI,2021-09-13,workplace,19
KLUSTER SUNGAI KERUBONG,SARIKEI,2021-09-13,community,96
KLUSTER SUNGAI SUJAN MAPOK,SEBAUH,2021-09-13,community,12
KLUSTER INDUSTRI JALAN LENGKUK,KLANG,2021-09-13,workplace,49
KLUSTER KAMPUNG BANGGOL KULIM,PASIR MAS,2021-09-13,community,10
KLUSTER SUNGAI DABAI,PAKAN,2021-09-13,community,55
KLUSTER JALAN CHERAS BATU EMPAT,"CHERAS, KEPONG, TITIWANGSA",2021-09-14,highRisk,62
KLUSTER SAWIT LEPAR HILIR,"KUANTAN, TEMERLOH",2021-09-14,workplace,128
KLUSTER KAMPUNG SUNGAI KIOL,JERANTUT,2021-09-14,community,227
KLUSTER JUNDAK SAEH MERAH,SUBIS,2021-09-14,community,22
KLUSTER INDUSTRI BATU 16 SALENG,KULAI,2021-09-14,workplace,12
KLUSTER JALAN UPLAND,KUCHING,2021-09-14,highRisk,51
KLUSTER INDUSTRI KAMPUNG KEBUN SAYUR,MUAR,2021-09-14,workplace,28
KLUSTER INDUSTRI BATU 29,HULU SELANGOR,2021-09-14,workplace,58
KLUSTER KAMPUNG TELUK PANJI,KOTA BHARU,2021-09-14,community,10
KLUSTER INDUSTRI DUA JALAN TELOK GONG,KLANG,2021-09-14,workplace,52
KLUSTER KAMPUNG SUNGAI KELADI,"PASIR MAS, TANAH MERAH",2021-09-14,community,6
KLUSTER DEPAN MASJID KAMPUNG BANGGOL KULIM,PASIR MAS,2021-09-14,community,11
KLUSTER KAMPUNG BAWAH LEMBAH BUNUT PAYONG,KOTA BHARU,2021-09-14,community,15
